,address,at_street,description,latitude,location_type,longitude,municipality,name,on_street,platform_code,platform_name,vehicle_type,wheelchair_boarding
10821,,,,42.276908,0,-71.172904,Boston,Charles Park Rd @ VFW Pkwy,Charles Park Road,,,3.0,1
9054,,Thacher Street,,42.42026,0,-71.079831,Malden,Highland Ave @ Thacher St,Highland Avenue,,,3.0,1
49836,,Felton Street,,42.485828,0,-71.128156,Woburn,Pine St opp Felton St,Pine Street,,,3.0,1
node-840-lobby,,,Sullivan Square - Top of Elevator 840,,3,,Boston,Sullivan Square,,,,,1
7961,,Park Avenue Extension,,42.43183,0,-71.17617,Arlington,Forest St @ Heard Rd,Forest Street,,,3.0,1
2551,,,,42.366948,0,-71.125108,Boston,N Harvard St @ Gate 2 Harvard Stadium,North Harvard Street,,,3.0,1
86458,,Mount Calvary Road,,42.277571,0,-71.114692,Boston,Cummins Hwy @ Calvary Cemetery,Cummins Highway,,,3.0,1
5903,,Marion Street,,42.377783,0,-71.037177,Boston,Lexington St @ Marion St,Lexington Street,,,3.0,1
NHRML-0152-B,,,Wilmington - Commuter Rail Shuttle - Parking Lot,42.546948,0,-71.174367,Wilmington,Wilmington - Parking Lot,,,Commuter Rail Shuttle,3.0,1
node-406-lobby,,,Aquarium - Bottom of escalator from lobby to Atlantic Avenue,,3,,Boston,Aquarium,,,,,1
2420,,,,42.420656,0,-71.141849,Medford,High St @ Mystic Valley Pkwy,High Street,,,3.0,1
7123,,Colon Street,,42.557806,0,-70.880516,Beverly,Cabot St opp Colon St,Cabot Street,,,3.0,1
4227,,Frederickson Drive,,42.14215,0,-71.040927,Randolph,625 S Main St opp Frederickson Dr,South Main Street,,,3.0,1
4216,,Van Beal Road,,42.15862,0,-71.0435,Randolph,S Main St @ Woodlawn St,South Main Street,,,3.0,1
86968,,Whitlowe Road,,42.359108,0,-71.239519,Newton,Lexington St @ Whitlowe Rd,Lexington Street,,,3.0,1
6376,,Metropolitan Avenue,,42.260492,0,-71.115601,Boston,River St @ Metropolitan Ave,River Street,,,3.0,1
5058,,Main Street,,42.415327,0,-71.064299,Malden,Belmont St @ Main St,Belmont Street,,,3.0,1
place-belsq,,,,42.395438,1,-71.033884,Chelsea,Bellingham Square,,,,,1
6752,,Myrtle Street,,42.468743,0,-70.976675,Lynn,Holyoke St @ Myrtle St,Holyoke Street,,,3.0,0
191,,North Street,,42.360387,0,-71.057129,Boston,Congress St @ North St,Congress Street,,,3.0,1
4367,,Mathaurs Street,,42.249623,0,-71.064182,Milton,Pleasant St @ Mathaurs St,Pleasant Street,,,3.0,1
6394,,Vose Avenue,,42.255414,0,-71.112847,Boston,Beacon St @ Metropolitan Ave,Beacon Street,,,3.0,1
WML-0125-01,,,Wellesley Farms - Commuter Rail - Track 1,42.323608,0,-71.272288,Wellesley,Wellesley Farms,,1,Track 1,2.0,2
NEC-2040,,,Mansfield - Commuter Rail,42.032787,0,-71.219917,Mansfield,Mansfield,,,Commuter Rail,2.0,1
5986,,Converse Lane,,42.44649,0,-71.071853,Melrose,Pleasant St @ Converse Ln,Pleasant Street,,,3.0,1
5397,,Floyd Street,,42.413477,0,-71.063608,Everett,Main St @ Floyd St,Main Street,,,3.0,1
5816,,Waterview Avenue,,42.396329,0,-70.984086,Revere,200 Endicott Ave,Endicott Avenue,,,3.0,1
49829,,,,42.485319,0,-71.14078,Woburn,45 Bow St,Bow Street,,,3.0,1
70177,,,Beaconsfield - Green Line - (D) Riverside,42.335912,0,-71.140903,Brookline,Beaconsfield,,,Riverside,0.0,2
2865,,North Mead Street,,42.381137,0,-71.066955,Boston,Bunker Hill St @ N Mead St,Bunker Hill Street,,,3.0,1
70078,,,Downtown Crossing - Red Line - Alewife,42.355518,0,-71.060225,Boston,Downtown Crossing,,,Alewife,1.0,1
70241,,,Symphony - Green Line - (E) Heath Street,42.342687,0,-71.085056,Boston,Symphony,,,Heath Street,0.0,2
10835,,,,42.253283,0,-71.170494,Dedham,Dedham Mall @ South Side,,,,3.0,1
5484,,Cameron Street,,42.420212,0,-71.044062,Everett,Broadway @ Cameron St,Broadway,,,3.0,1
4604,,Liberty Hill Avenue,,42.529932,0,-70.906347,Salem,North St @ Liberty Hill Ave,North Street,,,3.0,1
node-harsq-lowerramp-lobby,,,Harvard - Top of ramp between main lobby and Lower Busway,,3,,Cambridge,Harvard,,,,,1
70151,,,"Kenmore - Green Line - (C) Cleveland Circle, (D) Riverside",42.348949,0,-71.095169,Boston,Kenmore,,,"Cleveland Circle, Riverside",0.0,1
NEC-2237,,,Forest Hills - Commuter Rail,42.301085,0,-71.113551,Boston,Forest Hills,,,Commuter Rail,2.0,1
2854,,Mount Vernon Street,,42.374386,0,-71.058189,Boston,Adams St @ Lowney Way,Adams Street,,,3.0,1
GRB-0162-S,,,West Hingham - Commuter Rail - Track 1 (All Trains),42.235838,0,-70.902708,Hingham,West Hingham,,1,Track 1 (All Trains),2.0,1
2032,,French Terrace,,42.3739,0,-71.152444,Watertown,Mt Auburn St @ Saint Marys St,Mount Auburn Street,,,3.0,0
6848,,Alden Street,,42.481184,0,-70.936112,Lynn,Eastern Ave @ Alden St,Eastern Avenue,,,3.0,1
6202,,Appleton Street,,42.421252,0,-71.182991,Arlington,Park Ave @ Appleton St,Park Avenue,,,3.0,0
6252,,Conant Street,,42.419713,0,-71.013275,Revere,Malden St @ Conant St,Malden Street,,,3.0,1
78219,,Prospect Street,,42.345723,0,-71.233334,Newton,Washington St @ Prospect St,Washington Street,,,3.0,1
node-prmnl-921ramp-platform,,,Prudential - Bottom of ramp for elevator,,3,,Boston,Prudential,,,,,1
577,,,,42.27135,0,-71.082411,Boston,River St opp Leahaven Rd,River Street,,,3.0,1
9235,,Highland Avenue East,,42.469127,0,-71.061085,Melrose,Main St @ E Highland Ave,Main Street,,,3.0,1
node-spmnl-sfarepaid,,,Science Park/West End - Paid side of fare gates,42.36677,3,-71.06786,Boston,Science Park/West End,,,,,1
5486,,Edith Avenue,,42.417359,0,-71.046423,Everett,Broadway @ Edith Ave,Broadway,,,3.0,1
5345,,Clayton Street,,42.422736,0,-71.061542,Malden,Ferry St opp Clayton St,Ferry Street,,,3.0,1
1751,,Bickford Avenue,,42.326316,0,-71.101936,Boston,106 Heath St opp Bickford Ave,Heath Street,,,3.0,1
895,,N Street,,42.335747,0,-71.031442,Boston,E Broadway @ N St,East Broadway,,,3.0,1
832,,Washington Street,,42.260206,0,-71.158675,Boston,Stimson St @ Washington St,Stimson Street,,,3.0,1
5886,,McClellan Highway,,42.39341,0,-71.011238,Boston,Waldemar Ave @ McClellan Hwy,Waldemar Avenue,,,3.0,1
1886,,Avalon Road,,42.291864,0,-71.15855,Boston,Weld St @ Avalon Rd,Weld Street,,,3.0,1
7954,,Candia Street,,42.425213,0,-71.168978,Arlington,Washington St @ Candia St,Washington Street,,,3.0,1
WR-0062-B2,,East Wyoming Avenue,Wyoming Hill - Commuter Rail Outbound Shuttle - Main St @ E Wyoming Ave,42.451734,0,-71.067239,Melrose,Wyoming Hill - Main St @ E Wyoming Ave,Main Street,,Outbound Shuttle,3.0,1
12852,,Bunker Hill Street,,42.376958,0,-71.05686,Boston,Vine St @ Bunker Hill St,Vine Street,,,3.0,1
1366,,Washington Street,,42.331966,0,-71.113099,Boston,Huntington Ave @ Riverway,Huntington Avenue,,,3.0,1
7583,,,,42.470739,0,-71.032565,Saugus,288 Main St,Main Street,,,3.0,1
3822,,King Avenue,,42.211849,0,-70.96005,Weymouth,Washington St @ King Ave,Washington Street,,,3.0,1
9284,,Vernon Street,,42.515864,0,-71.06573,Wakefield,Cordis St @ Vernon St,Cordis Street,,,3.0,1
5008,,,,42.42142,0,-71.118233,Medford,300 Winthrop St,Winthrop Street,,,3.0,1
4762,,Ellis Road,,42.473552,0,-70.917198,Swampscott,Paradise Rd @ Ellis Rd,Paradise Road,,,3.0,0
2153,,Wheeler Street,,42.388777,0,-71.144816,Cambridge,Concord Ave opp Wheeler St,Concord Avenue,,,3.0,1
8342,,William T Morrissey Boulevard,,42.292588,0,-71.048106,Boston,Freeport St @ Morrisey Blvd,Freeport Street,,,3.0,1
59618,,Cottage Street East,,42.193915,0,-71.200888,Norwood,Washington St @ Cottage St,Washington Street,,,3.0,1
node-105-crplatform,,,Oak Grove - Bottom of Commuter Rail escalator,42.437152,3,-71.070744,Malden,Oak Grove,,,,,1
8482,,Shumaker Path,,42.294193,0,-71.189216,Newton,Wiswall Rd @ Shumaker Path,Wiswall Road,,,3.0,0
70244,,,Northeastern University - Green Line - Park Street & North,42.340222,0,-71.0892,Boston,Northeastern University,,,Park Street & North,0.0,1
3033,,Furnace Brook Parkway,,42.258215,0,-71.008775,Quincy,Hancock St @ Furnace Brook Pkwy,Hancock Street,,,3.0,1
node-astao-revdoorstair-lobby,,,Assembly - Top of stairs for Revolution Drive,42.392158,3,-71.077406,Somerville,Assembly,,,,,1
door-alfcl-russell,,,Alewife - Russell Field,42.39606,2,-71.139575,Cambridge,Alewife - Russell Field,,,,,1
36495,,Dellmore Road,,42.290215,0,-71.118265,Boston,Hyde Park Ave @ Dellmore Rd,Hyde Park Avenue,,,3.0,1
6369,,Mattakeeset Street,,42.264916,0,-71.099618,Boston,River St @ Caton St,River Street,,,3.0,1
5293,,Eliot Street,,42.408645,0,-71.109479,Medford,Main St @ Windsor Rd,Main Street,,,3.0,0
70233,,,Dean Road - Green Line - (C) Cleveland Circle,42.337807,0,-71.141753,Brookline,Dean Road,,,Cleveland Circle,0.0,2
node-dwnxg-macysramp-lobby,,,Downtown Crossing - Bottom of ramp between Macy's and Summer Street Concourse,,3,,Boston,Downtown Crossing,,,,,1
9070218,,Saint Paul Street,Saint Paul Street - Green Line Park Street & North Shuttle - 1253 Beacon St,42.34282,0,-71.11804,Brookline,Saint Paul Street - 1253 Beacon St,Beacon Street,,Park Street & North Shuttle,3.0,1
7784,,Graymore Road,,42.40782,0,-71.252341,Waltham,Lincoln St opp Graymore Rd,Lincoln Street,,,3.0,1
847,,Virgil Road,,42.283852,0,-71.161535,Boston,Lagrange St opp Virgil Rd,La Grange Street,,,3.0,1
9198,,Melrose Street,,42.463112,0,-71.062015,Melrose,Main St @ Melrose St,Main Street,,,3.0,1
14609,,North Shore Avenue,,42.542256,0,-70.919211,Peabody,Margin St @ N Shore Ave,Margin Street,,,3.0,0
111864,,Coburn Street,,42.287264,0,-70.876468,Hull,Nantasket Ave from Kenburma St to A St (FLAG),Nantasket Avenue,,,3.0,1
70168,,,Newton Highlands - Green Line - Park Street & North,42.322738,0,-71.205082,Newton,Newton Highlands,,,Park Street & North,0.0,1
109812,,Bartlett Road,,42.372904,0,-70.987328,Winthrop,Pleasant St @ Bartlett Rd,Pleasant Street,,,3.0,1
place-wrnst,"Commonwealth Ave and Warren St, Boston, MA",,,42.348343,1,-71.140457,Boston,Warren Street,,,,,2
4793,,Lafayette Street,,42.49383,0,-70.870158,Marblehead,Humphrey St @ Lafayette St,Humphrey Street,,,3.0,1
497,,Milton Avenue,,42.278267,0,-71.075075,Boston,Gallivan Blvd @ Milton Ave,Gallivan Boulevard,,,3.0,1
WR-0205-B1,,Tewksbury Street,Ballardvale - Commuter Rail Boston Shuttle - Andover St @ Tewksbury St,42.626816,0,-71.160209,Andover,Ballardvale - Andover St @ Tewksbury St,Andover Street,,Boston Shuttle,3.0,1
5519,,Marie Avenue,,42.416054,0,-71.047355,Everett,Broadway @ Coburn Terr,Broadway,,,3.0,1
1373,,Stedman Street,,42.344321,0,-71.124866,Brookline,Harvard St @ Stedman St,Harvard Street,,,3.0,1
node-rbmnl-farepaid,,,Revere Beach - Paid side of fare gates,42.407872,3,-70.992533,Revere,Revere Beach,,,,,1
1850,,Ravenna Road,,42.293107,0,-71.143325,Boston,Weld St @ Ravenna Rd,Weld Street,,,3.0,1
15049,,Boatswain's Way,,42.388457,0,-71.046016,Chelsea,Captains Row @ Boatswains Way,Captain's Row,,,3.0,1
15992,,Common Street,,42.481148,0,-71.100301,Stoneham,Main St opp Common St,Main Street,,,3.0,1
1574,,Moreland Street,,42.322776,0,-71.076673,Boston,Blue Hill Ave @ Moreland St,Blue Hill Avenue,,,3.0,1
109829,,Revere Street,,42.386455,0,-70.975745,Winthrop,Crest Ave @ Highland Ave,Crest Avenue,,,3.0,1
7646,,Walker Street,,42.350969,0,-71.213111,Newton,Washington St @ Walker St,Washington Street,,,3.0,1
door-north-causeways,,,"North Station - Causeway St, Haverhill St",42.365496,2,-71.06049,Boston,"North Station - Causeway St, Haverhill St",,,,,2
6320,,Hasting Lane,,42.421749,0,-71.123131,Medford,High St @ Hastings Ln,High Street,,,3.0,0
node-mvbcl-lewfarepaid,,,Maverick - Paid side of Lewis Mall fare gates,42.368184,3,-71.040301,Boston,Maverick,,,,,1
17288,,Ford Street,,42.476996,0,-70.957149,Lynn,Boston St @ Ford St,Boston Street,,,3.0,1
node-forhl-busfareunpaid,,,Forest Hills - Unpaid side of fare gates,42.300742,3,-71.114062,Boston,Forest Hills,,,,,1
13834,,Charmada Road,,42.187006,0,-70.955457,Weymouth,Opp 561 Main St,Main Street,,,3.0,1
49906,,Orange Street,,42.48467,0,-71.125721,Woburn,Pine St opp Orange St,Pine Street,,,3.0,0
1764,,Watson Street,,42.362536,0,-71.10505,Cambridge,Pearl St @ William St,Pearl Street,,,3.0,1
8607,,Middle Street,,42.435635,0,-71.247174,Lexington,Marrett Rd @ Middle St,Marrett Road,,,3.0,1
5577,,Haskell Avenue,,42.415589,0,-71.033108,Everett,Elm St @ Haskell Ave,Elm Street,,,3.0,1
7967,,Oak Hill Drive,,42.421415,0,-71.162328,Arlington,Summer St opp Oak Hill Dr,Summer Street,,,3.0,1
49704,,School Street,,42.358108,0,-71.060394,Boston,Tremont St @ Beacon St,Tremont Street,,,3.0,1
node-709-plaza,,,Wonderland - Revere Beach Plaza level of Bowdoin-bound platform elevator,42.413786,3,-70.991751,Revere,Wonderland,,,,,1
2402,,Bartlett Street,,42.39424,0,-71.101882,Somerville,Medford St @ Bartlett St,Medford Street,,,3.0,1
3573,,Playground Road,,42.232863,0,-70.880118,Hingham,Main St @ Playground,Main Street,,,3.0,1
28742,,Foley Street,,42.392526,0,-71.08034,Somerville,Grand Union Blvd @ Foley St,Grand Union Boulevard,,,3.0,1
78216,,,,42.343383,0,-71.236076,Newton,1600 Washington St,Washington Street,,,3.0,1
3258,,Darrow Street,,42.265684,0,-70.959414,Quincy,Sea St @ Darrow St,Sea Street,,,3.0,0
3485,,Centre Street,,42.260235,0,-71.050876,Milton,Adams St @ Centre St,Adams Street,,,3.0,1
2187,,Griswold Street,,42.390896,0,-71.156152,Cambridge,799 Concord Ave,Concord Avenue,,,3.0,1
4034,,Town Street,,42.206698,0,-71.022074,Braintree,738 Granite St opp Town St,Granite Street,,,3.0,1
6749,,Thorpe Road,,42.466658,0,-70.980598,Lynn,Holyoke St @ Thorpe Rd,Holyoke Street,,,3.0,0
3831,,Southern Artery,,42.24345,0,-70.98392,Quincy,South St @ Southern Artery,South Street,,,3.0,1
6114,,Linden Street,,42.504919,0,-70.891175,Salem,Loring Ave @ Linden St,Loring Avenue,,,3.0,0
76597,,Pine Street,,42.371852,0,-71.236758,Waltham,Moody St @ Pine St,Moody Street,,,3.0,1
4870,,,,42.483844,0,-70.89883,Swampscott,Salem St @ Sunbeam Ln,Salem Street,,,3.0,1
door-chncl-foresthills,,,"Chinatown - Washington St, Essex St",42.352457,2,-71.062678,Boston,"Chinatown - Washington St, Essex St",,,,,2
1430,,Cambridge Street,,42.375048,0,-71.11234,Cambridge,Felton St @ Cambridge St,Felton Street,,,3.0,1
109901,,Beach Road,,42.380764,0,-70.974996,Winthrop,Shirley St @ Beach Rd,Shirley Street,,,3.0,1
7525,,Talbot Street,,42.462924,0,-71.018679,Saugus,Vine St @ Talbot St,Vine Street,,,3.0,0
1089,,Strathmore Road,,42.340595,0,-71.155272,Boston,Chestnut Hill Ave @ South St,Chestnut Hill Avenue,,,3.0,1
7755,,Hall Street,,42.367585,0,-71.235543,Waltham,High St @ Hall St,High Street,,,3.0,1
12648,,Allen Street,,42.412312,0,-71.145561,Arlington,Broadway @ Allen St,Broadway,,,3.0,1
node-aport-bremenstairs-bridge,,,Airport - Top of stairs on unpaid Bremen Street side,42.374438,3,-71.030366,Boston,Airport,,,,,1
4047,,McDevitt Road,,42.178233,0,-71.030944,Randolph,North St @ McDevitt Rd,North Street,,,3.0,1
70249,,,Brigham Circle - Green Line - (E) Heath Street,42.334331,0,-71.104487,Boston,Brigham Circle,,,Heath Street,0.0,1
DB-2249-B2,,Vaughan Avenue,Four Corners/Geneva - Outbound Shuttle - Opp 198 Geneva Ave,42.305093,0,-71.076623,Boston,Four Corners/Geneva - Opp 198 Geneva Ave,Geneva Avenue,,Outbound Shuttle,3.0,1
70246,,,Museum of Fine Arts - Green Line - Park Street & North,42.338017,0,-71.094682,Boston,Museum of Fine Arts,,,Park Street & North,0.0,1
place-FR-0394,"Ayer Rd and Phoenix St, Shirley, MA 01464",,,42.545089,1,-71.648004,Shirley,Shirley,,,,,2
7602,,Old South Street,,42.364452,0,-71.25812,Waltham,South St opp Brandeis Univ Entrance,South Street,,,3.0,0
node-wondl-oceanaveingress,,,Wonderland - Bowdoin-bound platform end of Revere Beach Plaza,42.413704,3,-70.991872,Revere,Wonderland,,,,,1
70204,,,Haymarket - Green Line - Copley & West,42.363021,0,-71.05829,Boston,Haymarket,,,Copley & West,0.0,1
1189,,Cambridge Street,,42.361317,0,-71.117952,Boston,Soldiers Field Rd @ Cambridge St,Ramp - Western Ave To Soldiers Field Rd Eastbound,,,3.0,2
node-rcmnl-stairs-platform,,,Roxbury Crossing - Bottom of stairs,42.331167,3,-71.095731,Boston,Roxbury Crossing,,,,,1
568,,Blue Hill Avenue,,42.308694,0,-71.082804,Boston,Geneva Ave @ Blue Hill Ave,Geneva Avenue,,,3.0,1
29014,,,Sullivan Square - Lower Berth 14,42.383917,0,-71.076089,Boston,Sullivan Square,Busway,,Lower Berth 14,3.0,1
21174,,Massachusetts Avenue,,42.358309,0,-71.098379,Cambridge,Vassar St opp Pacific St Extension,Vassar Street,,,3.0,1
4042,,Broad Street,,42.188177,0,-71.029915,Randolph,North St @ Broad St,North Street,,,3.0,1
node-148-platform,,,Tufts Medical Center - Bottom of Escalator 148,,3,,Boston,Tufts Medical Center,,,,,1
node-harsq-sbramp-platform,,,Harvard - Ramp between Ashmont/Braintree platform and fare gates,,3,,Cambridge,Harvard,,,,,1
1484,,East Cottage Street,,42.321419,0,-71.072135,Boston,Dudley St @ E Cottage St,Dudley Street,,,3.0,1
1569,,Quincy Street,,42.314494,0,-71.078817,Boston,Blue Hill Ave @ Quincy St,Blue Hill Avenue,,,3.0,1
4949,,Roy Croft Road,,42.535353,0,-70.916697,Peabody,Margin St @ Roycroft Rd,Margin Street,,,3.0,0
3605,,Shipyard Drive,,42.249358,0,-70.916949,Hingham,319 Lincoln St,Lincoln Street,,,3.0,1
WML-0035-B,,,Boston Landing - Commuter Rail Shuttle,42.357313,0,-71.141258,Boston,Boston Landing,,,Commuter Rail Shuttle,3.0,1
3785,,Water Street,,42.24377,0,-70.997708,Quincy,Quincy Ave @ Water St,Quincy Avenue,,,3.0,1
393,,Woodbine Street,,42.319956,0,-71.08138,Boston,Warren St @ Woodbine St,Warren Street,,,3.0,1
3110,,Belmont Street,,42.268246,0,-71.030307,Quincy,Wilson Ave @ Belmont St,Wilson Avenue,,,3.0,1
1292,,Beacon Street,,42.339199,0,-71.135066,Brookline,Washington St @ Beacon St,Washington Street,,,3.0,1
7547,,Blue Hill Avenue,,42.443002,0,-71.029982,Malden,665 Broadway,Broadway,,,3.0,1
node-419-middle,,,South Station - Bottom of Escalator 419,,3,,Boston,South Station,,,,,1
2363,,,,42.416863,0,-71.147613,Arlington,Medford St @ Lewis Ave,Medford Street,,,3.0,1
node-brntn-crstairs-bottom,,,Braintree - Bottom of Commuter Rail platform stairs,42.207631,3,-71.001345,Braintree,Braintree,,,,,1
49915,,Eastern Avenue,,42.481552,0,-71.144219,Woburn,Montvale Ave opp Eastern Ave,Montvale Avenue,,,3.0,1
12301,,Upland Road,,42.388229,0,-71.119545,Cambridge,Massachusetts Ave @ Upland Rd,Massachusetts Avenue,,,3.0,1
node-715-street,,,Orient Heights - Bottom of Elevator 715,42.386795,3,-71.004704,Boston,Orient Heights,,,,,1
9133,,Fisher Terrace,,42.497441,0,-71.155907,Woburn,Main St @ Fisher Terr,Main Street,,,3.0,1
98618,,Stone Street,,42.145831,0,-71.25294,Walpole,Main St @ Stone St,Main Street,,,3.0,1
32619,,Ellis Avenue,,42.210459,0,-71.191353,Norwood,83 Washington St opp Ellis Ave,Washington Street,,,3.0,1
3520,,Fowler Street,,42.249568,0,-70.992055,Quincy,Washington St @ Fowler St,Washington Street,,,3.0,0
node-927-rl,,,South Station - Bottom of Elevator 927,,3,,Boston,South Station,,,,,1
node-417-platform,,,Courthouse - Bottom of escalator from outbound platform to exit-only gates,,3,,Boston,Courthouse,,,,,1
node-pktrm-tremstairfare-paid,,,Park Street - Paid side of fare gates,,3,,Boston,Park Street,,,,,1
9226,,Grove Street,,42.453018,0,-71.066447,Melrose,Main St @ Grove St,Main Street,,,3.0,1
node-river-fareunpaid,,,Riverside - Unpaid side of fare gates,42.337352,3,-71.252685,Newton,Riverside,,,,,1
7644,,Court Street,,42.353025,0,-71.201322,Newton,Washington St @ Court St,Washington Street,,,3.0,1
23537,,Gould Road,,42.409072,0,-71.159217,Arlington,Pleasant St @ Kensington St,Pleasant Street,,,3.0,1
4061,,Cottage Street,,42.165905,0,-71.038501,Randolph,North St @ Mill St,North Street,,,3.0,1
4089,,Purgatory Road,,42.22958,0,-71.030926,Quincy,Willard St @ Thistle Rd,Willard Street,,,3.0,1
9070056,,Winthrop Avenue,Beachmont - Blue Line Wonderland Shuttle - Bennington St @ Winthrop Ave,42.397243,0,-70.991903,Revere,Beachmont - Bennington St @ Winthrop Ave,Bennington Street,,Wonderland Shuttle,3.0,1
4229,,North Main Street,,42.137248,0,-71.040192,Randolph,N Main St @ Langley Rd,South Main Street,,,3.0,1
792,,Penfield Street,,42.286241,0,-71.135028,Boston,Belgrade Ave @ Penfield St,Belgrade Avenue,,,3.0,1
GB-0222,,,Prides Crossing - Commuter Rail,42.559446,0,-70.825541,Beverly,Prides Crossing,,,Commuter Rail,2.0,2
7883,,The Great Road,,42.491701,0,-71.279122,Bedford,South Rd @ Great Rd,South Road,,,3.0,1
1141,,New Heath Street,,42.326102,0,-71.096534,Boston,Centre St opp New Heath St,Centre Street,,,3.0,1
node-mlmnl-fareunpaid,,,Malden Center - Unpaid side of fare gates,42.426814,3,-71.074214,Malden,Malden Center,,,,,1
4925,,Hingston Street,,42.520137,0,-70.938798,Peabody,Washington St @ Hingston St,Washington Street,,,3.0,1
place-NEC-1659,"1011 Ten Rod Rd, North Kingstown, RI",,,41.581289,1,-71.491147,North Kingstown,Wickford Junction,,,,,1
node-coecl-ebfareunpaid,,,Copley - Unpaid side of fare gates,42.349835,3,-71.078072,Boston,Copley,,,,,1
door-shmnl-savin,,,Savin Hill - Savin Hill Ave,42.311299,2,-71.053302,Boston,Savin Hill - Savin Hill Ave,,,,,1
49846,,,,42.50372,0,-71.239692,Bedford,MITRE Corp Inner Rd,,,,3.0,1
node-smmnl-sbstairs-platform,,,Shawmut - Bottom of Ashmont stairs,42.293212,3,-71.065922,Boston,Shawmut,,,,,1
70242,,,Symphony - Green Line - Park Street & North,42.342687,0,-71.085056,Boston,Symphony,,,Park Street & North,0.0,2
1427,,Highland Avenue,,42.37428,0,-71.104467,Cambridge,Cambridge St opp Highland Ave - Cambridge Hospital,Cambridge Street,,,3.0,1
node-nqncy-sfareunpaid,,,North Quincy - Unpaid side of Squantum Street fare gates,42.275154,3,-71.029517,Quincy,North Quincy,,,,,1
